Temperature;Date;Time
22.25;2021-10-15;13:40:49.656249550
22.25;2021-10-15;13:40:53.427573694
22.25;2021-10-15;13:40:56.505982221
22.25;2021-10-15;13:41:00.715613049
22.25;2021-10-15;13:41:04.575736897
-300.0;2021-10-15;13:41:06.946317491
22.25;2021-10-15;13:41:10.715668533
22.25;2021-10-15;13:41:16.345376476
22.25;2021-10-15;13:41:19.156111506
22.25;2021-10-15;13:41:21.955175817
22.25;2021-10-15;13:41:26.207707403
22.25;2021-10-15;13:41:28.545268416
-300.0;2021-10-15;13:41:32.337139300
22.25;2021-10-15;13:41:36.187819797
22.25;2021-10-15;13:41:40.915435707
22.25;2021-10-15;13:41:44.265433086
22.25;2021-10-15;13:41:52.215034466
22.25;2021-10-15;13:41:56.483068423
22.25;2021-10-15;13:41:59.734956982
22.25;2021-10-15;13:42:07.305050800
22.25;2021-10-15;13:42:10.075706593
-300.0;2021-10-15;13:42:12.424680504
22.25;2021-10-15;13:42:16.174398210
22.25;2021-10-15;13:42:18.944450993
22.25;2021-10-15;13:42:23.145210335
22.25;2021-10-15;13:42:27.463113597
-300.0;2021-10-15;13:42:33.863507865
22.25;2021-10-15;13:42:38.075258721
22.25;2021-10-15;13:42:40.854414513
-300.0;2021-10-15;13:42:45.122985454
22.25;2021-10-15;13:42:49.364400425
22.25;2021-10-15;13:42:52.203151980
22.25;2021-10-15;13:42:56.484257747
-300.0;2021-10-15;13:42:59.762963431
22.25;2021-10-15;13:43:03.993524982
22.25;2021-10-15;13:43:06.323542182
-300.0;2021-10-15;13:43:10.573165964
-300.0;2021-10-15;13:43:14.333717329
22.25;2021-10-15;13:43:19.513965262
22.25;2021-10-15;13:43:21.954662175
-300.0;2021-10-15;13:43:25.265673567
22.25;2021-10-15;13:43:30.925813082
22.25;2021-10-15;13:43:33.254351075
22.25;2021-10-15;13:43:40.242773931
22.25;2021-10-15;13:43:44.973095579
22.25;2021-10-15;13:43:46.833973700
22.25;2021-10-15;13:43:50.552952680
22.25;2021-10-15;13:43:56.282824511
22.25;2021-10-15;13:43:59.433613055
22.25;2021-10-15;13:44:01.854114817
22.25;2021-10-15;13:44:06.667638342
22.25;2021-10-15;13:44:10.263626580
22.25;2021-10-15;13:44:15.815193405
22.25;2021-10-15;13:44:18.695191858
-300.0;2021-10-15;13:44:27.132587387
-300.0;2021-10-15;13:44:30.763996018
22.25;2021-10-15;13:44:34.034066513
22.25;2021-10-15;13:44:36.832454478
22.25;2021-10-15;13:44:41.992518213
22.25;2021-10-15;13:44:45.242264368
22.25;2021-10-15;13:44:48.504719294
22.25;2021-10-15;13:44:53.272992279
22.25;2021-10-15;13:44:57.622495723
22.25;2021-10-15;13:45:01.480372497
22.25;2021-10-15;13:45:03.811591761
22.25;2021-10-15;13:45:07.560565179
