Temperature;Date;Time
24.0;2021-10-15;13:27:32.837350440
24.0;2021-10-15;13:27:37.156406262
24.0;2021-10-15;13:27:39.938712133
24.0;2021-10-15;13:27:44.128243094
24.0;2021-10-15;13:27:48.400580781
24.0;2021-10-15;13:27:50.738308284
24.0;2021-10-15;13:27:54.966613904
24.75;2021-10-15;13:27:58.818386808
24.25;2021-10-15;13:28:02.686422439
24.0;2021-10-15;13:28:05.508483325
23.25;2021-10-15;13:28:11.275794777
23.0;2021-10-15;13:28:13.608805258
22.75;2021-10-15;13:28:21.720091684
22.75;2021-10-15;13:28:24.069769672
22.75;2021-10-15;13:28:28.857177925
22.75;2021-10-15;13:28:32.155600634
22.75;2021-10-15;13:28:35.928110833
22.75;2021-10-15;13:28:40.847869246
22.75;2021-10-15;13:28:43.206288353
22.75;2021-10-15;13:28:48.908359170
22.75;2021-10-15;13:28:55.055363769
22.75;2021-10-15;13:28:59.225474495
22.75;2021-10-15;13:29:02.999179174
22.75;2021-10-15;13:29:05.855147896
22.75;2021-10-15;13:29:09.158914987
22.75;2021-10-15;13:29:14.307059251
22.75;2021-10-15;13:29:18.115776423
22.75;2021-10-15;13:29:20.917538290
22.75;2021-10-15;13:29:26.656846787
22.75;2021-10-15;13:29:30.457198033
22.75;2021-10-15;13:29:34.336975384
22.75;2021-10-15;13:29:38.146936190
22.75;2021-10-15;13:29:42.897114204
-300.0;2021-10-15;13:29:45.715790551
22.75;2021-10-15;13:29:50.947855302
22.75;2021-10-15;13:29:54.844758155
22.75;2021-10-15;13:29:58.115745698
22.75;2021-10-15;13:30:00.444972063
22.75;2021-10-15;13:30:04.264608209
-300.0;2021-10-15;13:30:07.574540055
22.75;2021-10-15;13:30:10.836825689
22.75;2021-10-15;13:30:16.656614102
22.75;2021-10-15;13:30:18.983743857
22.75;2021-10-15;13:30:23.696132728
22.75;2021-10-15;13:30:26.966262460
22.75;2021-10-15;13:30:31.187098350
22.75;2021-10-15;13:30:34.983972048
22.75;2021-10-15;13:30:38.763876
22.75;2021-10-15;13:30:45.284606354
22.75;2021-10-15;13:30:48.075070145
22.75;2021-10-15;13:30:52.345785092
22.75;2021-10-15;13:30:55.125633579
22.75;2021-10-15;13:30:59.415488293
22.5;2021-10-15;13:31:03.188739093
22.5;2021-10-15;13:31:06.955891075
22.5;2021-10-15;13:31:11.666983797
22.5;2021-10-15;13:31:17.386267833
22.5;2021-10-15;13:31:19.705629739
22.5;2021-10-15;13:31:24.472716721
22.75;2021-10-15;13:31:26.844271758
22.5;2021-10-15;13:31:31.145978682
-300.0;2021-10-15;13:31:34.944544993
22.5;2021-10-15;13:31:38.225236148
22.5;2021-10-15;13:31:44.044606266
22.5;2021-10-15;13:31:47.424439908
22.5;2021-10-15;13:31:50.224704637
22.5;2021-10-15;13:31:54.034991623
22.5;2021-10-15;13:31:56.365060344
22.5;2021-10-15;13:32:00.084870803
22.5;2021-10-15;13:32:04.322148912
-300.0;2021-10-15;13:32:07.682716896
22.5;2021-10-15;13:32:12.343994441
22.5;2021-10-15;13:32:15.634247974
22.5;2021-10-15;13:32:18.842277802
22.5;2021-10-15;13:32:22.664425542
22.5;2021-10-15;13:32:26.981826508
22.5;2021-10-15;13:32:30.793442574
22.5;2021-10-15;13:32:35.913641509
22.5;2021-10-15;13:32:40.623720079
22.5;2021-10-15;13:32:43.923296217
22.5;2021-10-15;13:32:47.691669703
-300.0;2021-10-15;13:32:51.495826823
22.5;2021-10-15;13:32:55.745626397
22.5;2021-10-15;13:32:59.463622067
22.5;2021-10-15;13:33:01.843756819
22.5;2021-10-15;13:33:05.173161401
22.5;2021-10-15;13:33:10.041782075
22.5;2021-10-15;13:33:12.805580864
22.5;2021-10-15;13:33:18.103424681
22.5;2021-10-15;13:33:19.982501814
22.5;2021-10-15;13:33:24.322788878
22.5;2021-10-15;13:33:28.593654459
-300.0;2021-10-15;13:33:31.495381745
22.5;2021-10-15;13:33:35.762479076
22.5;2021-10-15;13:33:39.082918651
-300.0;2021-10-15;13:33:42.383695182
22.5;2021-10-15;13:33:47.681528668
22.5;2021-10-15;13:33:51.854430661
22.5;2021-10-15;13:33:55.180604607
22.5;2021-10-15;13:33:57.550220879
22.5;2021-10-15;13:34:00.894020910
22.5;2021-10-15;13:34:06.133707198
22.5;2021-10-15;13:34:08.942666302
22.5;2021-10-15;13:34:13.292010918
22.5;2021-10-15;13:34:19.850781452
22.5;2021-10-15;13:34:24.122473926
22.5;2021-10-15;13:34:26.962817315
-300.0;2021-10-15;13:34:29.761440785
22.5;2021-10-15;13:34:34.564211195
22.5;2021-10-15;13:34:39.321601448
22.5;2021-10-15;13:34:43.420132606
22.5;2021-10-15;13:34:46.749881083
22.5;2021-10-15;13:34:51.340961925
22.5;2021-10-15;13:34:56.071484546
22.5;2021-10-15;13:34:59.383364232
22.5;2021-10-15;13:35:02.220034055
22.5;2021-10-15;13:35:06.491197859
22.5;2021-10-15;13:35:09.291271488
22.5;2021-10-15;13:35:13.061807922
22.5;2021-10-15;13:35:16.741731078
22.5;2021-10-15;13:35:20.982577930
22.5;2021-10-15;13:35:25.780593819
22.5;2021-10-15;13:35:28.519115284
22.5;2021-10-15;13:35:32.293413639
22.5;2021-10-15;13:35:37.013023808
22.5;2021-10-15;13:35:39.351374805
22.5;2021-10-15;13:35:43.602401655
22.5;2021-10-15;13:35:47.478766744
22.5;2021-10-15;13:35:50.762259850
22.5;2021-10-15;13:35:56.858487570
22.5;2021-10-15;13:35:59.538334986
22.5;2021-10-15;13:36:03.770489147
22.5;2021-10-15;13:36:08.598095230
22.5;2021-10-15;13:36:10.440469994
22.5;2021-10-15;13:36:16.242001406
22.5;2021-10-15;13:36:19.038966215
22.5;2021-10-15;13:36:21.982657110
-300.0;2021-10-15;13:36:30.001736585
22.5;2021-10-15;13:36:32.331021720
22.5;2021-10-15;13:36:36.960398105
22.5;2021-10-15;13:36:40.272478536
22.5;2021-10-15;13:36:44.030411169
22.5;2021-10-15;13:36:47.330050422
22.5;2021-10-15;13:36:51.662606292
22.5;2021-10-15;13:36:55.448112174
22.5;2021-10-15;13:36:59.758646771
22.5;2021-10-15;13:37:03.098256626
22.5;2021-10-15;13:37:07.429260555
22.5;2021-10-15;13:37:09.758515955
22.5;2021-10-15;13:37:14.887817760
22.5;2021-10-15;13:37:17.239749053
-300.0;2021-10-15;13:37:21.048872435
22.5;2021-10-15;13:37:25.389970602
22.5;2021-10-15;13:37:29.157789319
22.5;2021-10-15;13:37:33.393029122
-300.0;2021-10-15;13:37:35.578791652
22.5;2021-10-15;13:37:38.839281953
22.5;2021-10-15;13:37:43.608936431
22.5;2021-10-15;13:37:45.940137874
22.5;2021-10-15;13:37:50.758660322
22.5;2021-10-15;13:37:53.571628527
22.5;2021-10-15;13:37:57.840199319
22.5;2021-10-15;13:38:01.667826765
22.5;2021-10-15;13:38:04.958841417
22.5;2021-10-15;13:38:09.258714624
22.5;2021-10-15;13:38:14.010266184
22.5;2021-10-15;13:38:16.318188733
22.5;2021-10-15;13:38:20.707368584
22.5;2021-10-15;13:38:25.016857582
22.5;2021-10-15;13:38:28.319047590
22.5;2021-10-15;13:38:33.107907817
22.5;2021-10-15;13:38:35.908586412
22.5;2021-10-15;13:38:39.280465948
22.5;2021-10-15;13:38:42.530005831
22.5;2021-10-15;13:38:47.799079057
22.5;2021-10-15;13:38:49.667912753
22.5;2021-10-15;13:38:54.439537490
22.5;2021-10-15;13:38:57.329805634
22.5;2021-10-15;13:39:01.108090378
22.5;2021-10-15;13:39:04.496051393
22.5;2021-10-15;13:39:09.268542612
22.5;2021-10-15;13:39:13.518175021
22.5;2021-10-15;13:39:16.348803073
22.5;2021-10-15;13:39:20.595493695
22.5;2021-10-15;13:39:24.349506319
22.5;2021-10-15;13:39:28.147546868
22.5;2021-10-15;13:39:32.917912373
-300.0;2021-10-15;13:39:35.727613561
-300.0;2021-10-15;13:39:39.479255311
22.5;2021-10-15;13:39:43.695550406
22.5;2021-10-15;13:39:46.006972957
22.5;2021-10-15;13:39:50.806985594
22.5;2021-10-15;13:39:54.216940690
22.5;2021-10-15;13:39:59.257038202
22.5;2021-10-15;13:40:01.127358510
-300.0;2021-10-15;13:40:04.937281939
22.5;2021-10-15;13:40:08.697237808
22.5;2021-10-15;13:40:13.436998801
22.5;2021-10-15;13:40:17.166333211
-300.0;2021-10-15;13:40:19.477097240
-300.0;2021-10-15;13:40:23.184555353
22.5;2021-10-15;13:40:25.966922825
22.5;2021-10-15;13:40:30.276080688
22.5;2021-10-15;13:40:35.005646918
22.5;2021-10-15;13:40:38.274721097
22.5;2021-10-15;13:40:43.086125173
-300.0;2021-10-15;13:40:44.925853886
-300.0;2021-10-15;13:40:48.685888286
-300.0;2021-10-15;13:40:53.744713162
22.5;2021-10-15;13:41:00.246028601
-300.0;2021-10-15;13:41:03.127628838
22.5;2021-10-15;13:41:07.897515476
22.5;2021-10-15;13:41:11.667472379
22.5;2021-10-15;13:41:15.407459151
22.5;2021-10-15;13:41:18.195698969
22.5;2021-10-15;13:41:22.425524670
22.5;2021-10-15;13:41:26.704215342
22.5;2021-10-15;13:41:30.014881034
22.5;2021-10-15;13:41:33.328980187
22.5;2021-10-15;13:41:38.133890027
22.5;2021-10-15;13:41:39.975347581
22.5;2021-10-15;13:41:44.735948231
22.5;2021-10-15;13:41:48.945335056
22.5;2021-10-15;13:41:52.685289354
22.5;2021-10-15;13:41:55.475234771
22.5;2021-10-15;13:41:58.796308188
22.5;2021-10-15;13:42:03.507039784
22.5;2021-10-15;13:42:05.814701059
22.5;2021-10-15;13:42:09.134861653
22.5;2021-10-15;13:42:15.702787990
22.5;2021-10-15;13:42:19.894821051
22.5;2021-10-15;13:42:22.185327238
-300.0;2021-10-15;13:42:26.966733714
22.5;2021-10-15;13:42:30.736335632
22.5;2021-10-15;13:42:33.074295784
22.5;2021-10-15;13:42:36.654617368
22.5;2021-10-15;13:42:39.916063216
22.5;2021-10-15;13:42:44.626951041
22.5;2021-10-15;13:42:47.474567776
22.5;2021-10-15;13:42:51.706951912
22.5;2021-10-15;13:42:55.485061375
22.5;2021-10-15;13:43:00.233903303
22.5;2021-10-15;13:43:02.582784691
22.5;2021-10-15;13:43:07.303350887
22.5;2021-10-15;13:43:11.534052515
22.5;2021-10-15;13:43:13.863500800
22.5;2021-10-15;13:43:18.075303232
22.5;2021-10-15;13:43:23.403681150
22.5;2021-10-15;13:43:27.172201290
22.5;2021-10-15;13:43:29.013896220
22.5;2021-10-15;13:43:34.205001064
22.5;2021-10-15;13:43:36.993711208
22.5;2021-10-15;13:43:39.303877496
